doi,year,title,sentence,CFLC,LVLH,DISP,INEQ,AVLB,QUAL,AGRI,ANIM,FISH,INFC,MORT,MIND,PREG,NUTR,SKIN,OCC,RESP,OTHER,TRSP,SUPPLY,SANIT,STRAIN,IT,RESI,PUBL,ENER,INDS,AGRC,FRST,RECR,ECOG
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)","France has been hit by coastal flooding events before, including those of 1953 and 1990 in the North of the country, 1982 and 1997 in the South and 1999 and 2008 in the West.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)","Yet through a combination of factors, 47 people died in France as its result; 29 of these victims were in the municipality of La Faute-sur-Mer in Vendée and the other 12 spread across six municipalities of Charente-Maritime.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)","Yet through a combination of factors, 47 people died in France as its result; 29 of these victims were in the municipality of La Faute-sur-Mer in Vendée and the other 12 spread across six municipalities of Charente-Maritime.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)",Major property damage occurred in several other surrounding municipalities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)",Major property damage occurred in several other surrounding municipalities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)","The total cost of the storm was estimated at 1.5 billion Euros (Léonard, 2010).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)","Together with Vendée, Charente Maritime was the area of the country most impacted by Xynthia and it is one of the most exposed counties to coastal flooding (Ministère de l’Ecologie, du Développement Durable et de L’Energie, 2012).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)","Instability in terms of institutional organisation, on legislation, on competences… There are always things that make the deadlines slip.” (Service-orientated public body) A second reason for delay is connected to the electoral cycle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)","Instability in terms of institutional organisation, on legislation, on competences… There are always things that make the deadlines slip.” (Service-orientated public body) A second reason for delay is connected to the electoral cycle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.crm.2022.100413,2022,"10 years and going strong? Coastal flood risk management in the wake of a major coastal event (the 2010 Xynthia storm, Charente Maritime, France)","In the flood’s direct aftermath one-sided, heavy-handed, decisions to remove some of the houses and neighbourhood were enacted by the State.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"In their report, NASA (2020a) noted that the first drought signs were observed in shallow groundwater storage from satellite gravimetry data by mid-2018 over the SE of Brazil and spreading over areas in Paraguay, Bolivia, and later over northern Argentina, to cover the entire continent by October 2020.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"The long dry period in the center and south of SA had extensive impacts on the social, economic and environmental sectors.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,The impacts of this phenomenon represent millions of dollars in losses to the affected countries.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,Yields of winter corn crops were low and the delay in spring rainfall caused farmers to delay soybean sowing.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"Very low water levels in major South American rivers (Paraguay, Parana, and La Plata) hindered and even impeded navigation and transport, affected tourism as well as local and regional economies through reduced fishing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"Consequently, transportation had to be restricted in some sections of this river and with delayed cargo and ships carrying smaller-than-normal loads, millions of dollars in commerce were lost (BCR, 2020) The shipment of cereals and minerals down the Paraná-Paraguay Waterway, which functions as an outlet to the Atlantic Ocean, was seriously affected (Marengo et al., 2021).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"Moreover, low water in the Paraná River also affected the river ecosystem and other essential activities such as fishing and water purification (BCR, 2020).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"d. Uruguay Loss caused by the 2019–2020 drought in the agricultural and cattle ranching sector were estimated at US$ 546 million, mainly because of soybean failure, but also because of decreased yields in maize and sorghum (MAGyP, 2020).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"Besides the need for importing livestock supplies, drought impacts included reduced production and productivity of beef cattle, and the death in livestock (OPYPA, 2020).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"In the Rosario port hub, where about 80% of the country's farm exports are loaded, losses were estimated at US$244 million in the first four months of the year 2020 (BCR, 2020).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,Southern Brazil The rainfalls below normal that started in 2019 resulted in reduced river streamflow and strong impact on communities.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"According to CEMADEN (2020), the lowest levels at reservoirs occurred in April 2020, impacting hydropower generation and water supply mainly in three states of southern Brazil -Paraná, Santa Catarina and Rio Grande do Sul.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"Hydropower plants located at the Parana and Iguazu rivers saw their lowest historical levels (CEMADEN, 2020).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"Such levels caused the interruption of waterways and the consequent economic losses, as 80% of Paraguayan trade – equivalent to about US$ 2 200 million yearly-is transported fluvially.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"Import was also affected, and products from Argentina were acquired at a much higher cost (La Nación, 2020).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"In September 2020, fires peaked (MAGyP, 2020) and spread all over the regions under drought.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100404,2021,2019/2020 drought impacts on South America and atmospheric and oceanic influences,"The drought reduced the crops, reduced the river levels, affecting the fluvial transportation, and reduced the hydropower generation.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"While Washi was a fast-moving TC (based on its recorded wind speed and direction) with maximum sustained winds of only 75 kilometers per hour and gustiness of 90 kilometers per hour (storm category), it claimed a heavy toll in human casualties (1268) and a total damage to agriculture, infrastructure and private properties amounting to PhP1.455 Billion (US$63.26M).",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,The impacts of Storm Washi alarmed not only the national government but also experts in the scientific community why an ordinary storm with a well behaved track can cause so much damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"As TS Washi approached Surigao del Sur, it slowed down from 30 to 22 kilometers per hour and at 0830 UTC (04:30 PM LST) of December 16, 2011 made land fall in the vicinity of Hinatuan, Surigao del Sur.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"As TS Washi approached Surigao del Sur, it slowed down from 30 to 22 kilometers per hour and at 0830 UTC (04:30 PM LST) of December 16, 2011 made land fall in the vicinity of Hinatuan, Surigao del Sur.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"When TS Washi was over Mindanao in the vicinity of Hinatuan, Surigao del Sur, it slowed down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,The flashflood that occurred along the Man-dulog river was aggravated by the voluminous logs and freshly uprooted trees that swept Mandulog Bridge one.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"Table 3.1 Facts on flood due to passage of Tropical Storm Table 3.1 Estimated Flood 75-year Return Period (DPWH-FCSEC) Maximum Flood Height 7 -9 meters (downstream)Mini-hydro (along Bubunawan river) - 2 to 3 meters Time and place of occurrence of flash flood Between 11:00PM to 12:00 Midnight (Dec. 16, 2011) - Flash flood occurred at Libonan mini-hydro (CEPALCO dam) along Bubunawan river, tributary of Cagayan de Oro (CDO) river.Between 12:00Midnight to 1:00AM (Dec. 17, 2011) - Flash flood occurred at the Mandulog River and washed out Mandulog bridge 1.Between 12:00Midnight to 1:00AM (Dec. 17, 2011) - Flash flood occurred at Iponan River in CDO City.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"Table 3.1 Facts on flood due to passage of Tropical Storm Table 3.1 Estimated Flood 75-year Return Period (DPWH-FCSEC) Maximum Flood Height 7 -9 meters (downstream)Mini-hydro (along Bubunawan river) - 2 to 3 meters Time and place of occurrence of flash flood Between 11:00PM to 12:00 Midnight (Dec. 16, 2011) - Flash flood occurred at Libonan mini-hydro (CEPALCO dam) along Bubunawan river, tributary of Cagayan de Oro (CDO) river.Between 12:00Midnight to 1:00AM (Dec. 17, 2011) - Flash flood occurred at the Mandulog River and washed out Mandulog bridge 1.Between 12:00Midnight to 1:00AM (Dec. 17, 2011) - Flash flood occurred at Iponan River in CDO City.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"In comparison with the flood event that occurred in the Cagayan de Oro in January 2009, the flood in December 16, 2011 was more devastating.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,The intense rainfall of short duration triggered the devastating flash floods in the upstream of the Cagayan de Oro river basin and widespread flooding in Cagayan de Oro City.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"More than 10,000 houses were totally damaged, many were buried in mud.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"More than 10,000 houses were totally damaged, many were buried in mud.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,These areas and along the river banks were severely affected.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"Homeless families temporarily stayed in evacuation centers and in the tent city built in Barangay Canitoan, Cagayan de Oro City.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"Homeless families temporarily stayed in evacuation centers and in the tent city built in Barangay Canitoan, Cagayan de Oro City.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,The encroachment in the sandbars and the river banks due to urbanization and unabated development impeded the flow of water.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,The encroachment in the sandbars and the river banks due to urbanization and unabated development impeded the flow of water.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"The total infrastructure damages amounted to P1.097 Billion (US$25.5M) which include 48,499 houses, 33 school buildings, roads, highways and several bridges.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"The total infrastructure damages amounted to P1.097 Billion (US$25.5M) which include 48,499 houses, 33 school buildings, roads, highways and several bridges.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"Likewise, the damming effect along the Mandulog river contributed to the devastation in Iligan City.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10.6057/2012TCRR02.11,2012,A Retrospective on the Devastating Impacts of Tropical Storm Washi,"Likewise, the damming effect along the Mandulog river contributed to the devastation in Iligan City.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10.1371/journal.pntd.0004842,2016,A Sequence of Flushing and Drying of Breeding Habitats of Aedes aegypti (L.) Prior to the Low Dengue Season in Singapore,The city has been struck by repetitive outbreaks during the last two decades.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1371/journal.pntd.0004842,2016,A Sequence of Flushing and Drying of Breeding Habitats of Aedes aegypti (L.) Prior to the Low Dengue Season in Singapore,Heng and others showed a rise in weekly temperature 8â20 weeks in advance preceded an increase in dengue incidence in Singapore.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1371/journal.pntd.0004842,2016,A Sequence of Flushing and Drying of Breeding Habitats of Aedes aegypti (L.) Prior to the Low Dengue Season in Singapore,Increase of water level in a drain in Geylang (August 2014âAugust 2015).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
