paper_id;title;text;sentence_id;labels
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;2.2. Data extraction;IMAEAS_14;PaperSection
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The following information was extracted by two independent investigators (G.B. and G.T.) for each study: (i) publication details (first author's last name, journal, and year of publication), (ii) general characteristics of the disaster (country, epicenter, and magnitude of the earthquake), and (iii) the reported outcomes about the impact of earthquake on acute coronary syndromes and cardiac mortality.;IMAEAS_15;Method
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;2.3. Quality assessment;IMAEAS_16;PaperSection
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The Newcastle–Ottawa Quality Assessment Scale (NOS) was used for quality assessment of the included studies.8;IMAEAS_17;Method
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The NOS point score system was used to evaluate the categories of study participant selection, comparability of the results, and quality of the outcomes.;IMAEAS_18;Method
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This scale ranged from zero to nine stars, which indicated that studies were graded as poor quality if the score was <5, fair if the score was 5 to 7, and good if the score was >8.;IMAEAS_19;Method
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;All included studies were graded with a score >5, and none of the included studies was characterized as having a poor quality (Table 1).;IMAEAS_20;Method
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;3. Results;IMAEAS_21;PaperSection
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The search strategy retrieved 112 studies, 26 of which reffered to 12 earthquake disasters6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33 and were included in our systematic review (Fig. 1).;IMAEAS_22;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The search strategy retrieved 112 studies, 26 of which reffered to 12 earthquake disasters6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33 and were included in our systematic review (Fig. 1).;IMAEAS_22;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Eight studies reported the Great East Japan earthquake, and this was followed by a major tsunami (Japan, March 11, 2011, magnitude: 9 on the Richter scale).6, 9, 10, 11, 12, 14, 26, 32;IMAEAS_23;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Eight studies reported the Great East Japan earthquake, and this was followed by a major tsunami (Japan, March 11, 2011, magnitude: 9 on the Richter scale).6, 9, 10, 11, 12, 14, 26, 32;IMAEAS_23;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;All these studies reported a positive association between the Great East Japan earthquake and an increased incidence of acute coronary syndromes.12, 14, 32;IMAEAS_24;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;All these studies reported a positive association between the Great East Japan earthquake and an increased incidence of acute coronary syndromes.12, 14, 32;IMAEAS_24;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In particular, data showed that no significant increase in the standardized incidence ratio of nonfatal myocardial infarction nor fatal myocardial infarction was observed in areas mainly affected by the earthquake.9;IMAEAS_25;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;By contrast, a significant increase in the standardized incidence ratio of fatal myocardial infarction but not for nonfatal myocardial infarction was observed in areas significantly affected by the major tsunami that followed.6;IMAEAS_26;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;By contrast, a significant increase in the standardized incidence ratio of fatal myocardial infarction but not for nonfatal myocardial infarction was observed in areas significantly affected by the major tsunami that followed.6;IMAEAS_26;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;By contrast, a significant increase in the standardized incidence ratio of fatal myocardial infarction but not for nonfatal myocardial infarction was observed in areas significantly affected by the major tsunami that followed.6;IMAEAS_26;CascadingHazard
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In addition, in tsunami-stricken areas, the damage of catheterization laboratories resulted in reduction in percutaneous coronary interventions (PCI) and increase in in-hospital mortality compared to the inland areas.6;IMAEAS_27;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In addition, in tsunami-stricken areas, the damage of catheterization laboratories resulted in reduction in percutaneous coronary interventions (PCI) and increase in in-hospital mortality compared to the inland areas.6;IMAEAS_27;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;By contrast, Tanaka et al. showed no difference in the incidence of myocardial infarction after the disaster in 17 municipal areas with and without high levels of tsunami flooding.11;IMAEAS_28;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;A significant increase in the incidence of acute myocardial infarction and a positive association between myocardial infarction incidence and seismic scale of the initial shock and the aftershocks have also been reported.11, 31;IMAEAS_29;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;A significant increase in the incidence of acute myocardial infarction and a positive association between myocardial infarction incidence and seismic scale of the initial shock and the aftershocks have also been reported.11, 31;IMAEAS_29;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In the CHART-2 secondary prevention cohort, no significant long-term prognostic impact was found after the earthquake in patients with cardiovascular disease in the disaster area.10;IMAEAS_30;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;These results may be because the included patients were already under medication that may prevent cardiovascular deaths after stressful events.;IMAEAS_31;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Additionally, one study on the two Christchurch earthquakes (New Zealand, at 4:36 a.m. on 4 September 2010, magnitude: 7.1 and at 12:51 p.m. on 22 February 2011, magnitude: 6.3) was included.;IMAEAS_32;Method
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Additionally, one study on the two Christchurch earthquakes (New Zealand, at 4:36 a.m. on 4 September 2010, magnitude: 7.1 and at 12:51 p.m. on 22 February 2011, magnitude: 6.3) was included.;IMAEAS_32;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This showed a significant increase in cardiac-related hospital admissions, ST-elevation myocardial infarction, and noncardiac chest pain in the first 2 weeks following the early morning September earthquake but not after the early afternoon February earthquake, whereas stress cardiomyopathy cases were significantly higher in the early afternoon February earthquakes.13;IMAEAS_33;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This showed a significant increase in cardiac-related hospital admissions, ST-elevation myocardial infarction, and noncardiac chest pain in the first 2 weeks following the early morning September earthquake but not after the early afternoon February earthquake, whereas stress cardiomyopathy cases were significantly higher in the early afternoon February earthquakes.13;IMAEAS_33;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, although most studies have reported the short effect of earthquakes on myocardial infarction incidence, Nakagawa et al. showed an increase in long-term mortality after myocardial infarction due to the Niigata-Chuetsu earthquake.20;IMAEAS_34;PriorWork
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, although most studies have reported the short effect of earthquakes on myocardial infarction incidence, Nakagawa et al. showed an increase in long-term mortality after myocardial infarction due to the Niigata-Chuetsu earthquake.20;IMAEAS_34;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, although most studies have reported the short effect of earthquakes on myocardial infarction incidence, Nakagawa et al. showed an increase in long-term mortality after myocardial infarction due to the Niigata-Chuetsu earthquake.20;IMAEAS_34;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;A significant association between earthquakes and the incidence of acute coronary syndromes or cardiac mortality was also found in the Northridge, Great Hanshin-Awaji, Athens, Sichuan, Armenia, and Noto Peninsula earthquakes.4, 16, 17, 18, 19, 22, 25, 27, 29, 30, 33;IMAEAS_35;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;A significant association between earthquakes and the incidence of acute coronary syndromes or cardiac mortality was also found in the Northridge, Great Hanshin-Awaji, Athens, Sichuan, Armenia, and Noto Peninsula earthquakes.4, 16, 17, 18, 19, 22, 25, 27, 29, 30, 33;IMAEAS_35;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;On the other hand, studies on Newcastle, Loma Prieta, and Thessaloniki earthquakes did not show a significant association with acute coronary syndrome admissions and cardiac deaths.16, 21, 28;IMAEAS_36;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;On the other hand, studies on Newcastle, Loma Prieta, and Thessaloniki earthquakes did not show a significant association with acute coronary syndrome admissions and cardiac deaths.16, 21, 28;IMAEAS_36;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In some natural disasters, a possible association of the time of the natural event with the adverse outcomes was found.;IMAEAS_37;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Particularly, after the Christchurch earthquake, it was noticed that there was a trend of increased myocardial infarction incidence after the morning earthquake compared to that after the afternoon earthquake.13;IMAEAS_38;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Particularly, after the Christchurch earthquake, it was noticed that there was a trend of increased myocardial infarction incidence after the morning earthquake compared to that after the afternoon earthquake.13;IMAEAS_38;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Particularly, after the Christchurch earthquake, it was noticed that there was a trend of increased myocardial infarction incidence after the morning earthquake compared to that after the afternoon earthquake.13;IMAEAS_38;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This notion is further based on the findings of the other early morning earthquakes that were associated with an increase in myocardial infarction incidence.15, 22, 24, 27 By contrast, regarding the Loma Prieta and Thessaloniki earthquakes that occurred in the afternoon, no correlation with the incidence of myocardial infarction was detected.16, 28;IMAEAS_39;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This notion is further based on the findings of the other early morning earthquakes that were associated with an increase in myocardial infarction incidence.15, 22, 24, 27 By contrast, regarding the Loma Prieta and Thessaloniki earthquakes that occurred in the afternoon, no correlation with the incidence of myocardial infarction was detected.16, 28;IMAEAS_39;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Another assumption of the Christchurch earthquake can be the circadian variation of stress cardiomyopathy, with a greater number of cases that occurred at afternoon earthquakes.13, 34;IMAEAS_40;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Another interesting finding was that in the Northridge earthquake, 54% (13 of 24) of deaths were related to atherosclerosis on the day of the earthquake that occurred between midnight and 6 a.m., whereas only 9% (3 of 32) of deaths occurred during this time period during the 7 days before the earthquake (P< 0.002).29;IMAEAS_41;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Another interesting finding was that in the Northridge earthquake, 54% (13 of 24) of deaths were related to atherosclerosis on the day of the earthquake that occurred between midnight and 6 a.m., whereas only 9% (3 of 32) of deaths occurred during this time period during the 7 days before the earthquake (P< 0.002).29;IMAEAS_41;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Another interesting finding was that in the Northridge earthquake, 54% (13 of 24) of deaths were related to atherosclerosis on the day of the earthquake that occurred between midnight and 6 a.m., whereas only 9% (3 of 32) of deaths occurred during this time period during the 7 days before the earthquake (P< 0.002).29;IMAEAS_41;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;However, circadian variation of myocardial infarction or cardiac deaths is not seen in all earthquake disasters.18, 20, 21, 28, 32, 33;IMAEAS_42;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;4. Discussion;IMAEAS_43;PaperSection
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The main finding of this systematic review is a possible impact of earthquakes on the incidence of acute coronary syndromes and cardiac mortality, neverthless, a great heterogeneity in the studies included and contradictory data derived from them preclude taking definitive conclusions on the type and strength of association.;IMAEAS_44;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;There are several explanations for these observations. First, the damage of the social infrastructure including health facilities such as cardiac catheterization laboratories means that patients needing such interventions may have delayed diagnosis and treatment.;IMAEAS_45;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;There are several explanations for these observations. First, the damage of the social infrastructure including health facilities such as cardiac catheterization laboratories means that patients needing such interventions may have delayed diagnosis and treatment.;IMAEAS_45;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In the Great East Japan earthquake, it was found that in less-damaged inland areas that were not mainly affected by the major tsunami, the increase in the incidence of myocardial infarction was lower than that in the tsunami affected regions.9;IMAEAS_46;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In the Great East Japan earthquake, it was found that in less-damaged inland areas that were not mainly affected by the major tsunami, the increase in the incidence of myocardial infarction was lower than that in the tsunami affected regions.9;IMAEAS_46;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Furthermore, Itoh et al. showed that malfunction of catheterization laboratories and the subsequent reduction of PCI in the tsunami-stricken area resulted in an increase in in-hospital mortality incidence.6;IMAEAS_47;PriorWork
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Furthermore, Itoh et al. showed that malfunction of catheterization laboratories and the subsequent reduction of PCI in the tsunami-stricken area resulted in an increase in in-hospital mortality incidence.6;IMAEAS_47;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This is supported by the observation that there exists a positive association between myocardial infarction incidence and the seismic scale of the initial shock and the aftershocks.11, 31;IMAEAS_48;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Furthermore, an analysis after the Hanshin-Awaji earthquake showed a significant correlation between the extent of damage due to the earthquake and an increase in morbidity rates for acute heart failure.;IMAEAS_49;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Furthermore, an analysis after the Hanshin-Awaji earthquake showed a significant correlation between the extent of damage due to the earthquake and an increase in morbidity rates for acute heart failure.;IMAEAS_49;HazardDescription
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;However, no significant correlation was found for ischemic heart disease.35;IMAEAS_50;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Earthquakes may induce cardiac stress via sympathetic nervous system and the renin–angiotensin–aldosterone system axis activation, which can potentially lead to myocardial damage and other adverse cardiac effects.;IMAEAS_51;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;One study showed that mental stress induced during an earthquake may result in a dominant sympathetic activity, and this in turn can lead to myocardial ischemia in patients with prior coronary artery disease.36;IMAEAS_52;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Acute decompensation of heart failure after an earthquake was associated with higher blood pressure, interruption of drugs, inflammation, malnutrition, and fluid retention.37;IMAEAS_53;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Acute decompensation of heart failure after an earthquake was associated with higher blood pressure, interruption of drugs, inflammation, malnutrition, and fluid retention.37;IMAEAS_53;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;As a result, authors proposed that taking appropriate measures to control blood pressure, nutritional status, and hygiene environment might decrease the occurrence of heart failure in future disasters.37;IMAEAS_54;Recommendation
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;An important conclusion of the CHART-2 study was that antiplatelet agents, beta-blockers, renin–angiotensin system inhibitors, and/or statins before the earthquake may prevent the increase in deaths due to cardiovascular problems.10;IMAEAS_55;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;However, more studies are needed to confirm this assumption.;IMAEAS_56;Recommendation
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, Nakagawa I et al showed an increase in long-term mortality caused by an earthquake20 This relation can be due to the chronic stress that results from a natural disaster caused by economic problems, homelessness, unemployment etc.;IMAEAS_57;PriorWork
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, Nakagawa I et al showed an increase in long-term mortality caused by an earthquake20 This relation can be due to the chronic stress that results from a natural disaster caused by economic problems, homelessness, unemployment etc.;IMAEAS_57;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This fact is supported by a study conducted by Armenian et al. found that the long-term increased rates of heart disease and chronic disease morbidity following an earthquake were related to the intensity of exposure to disaster-related damage and losses.25;IMAEAS_58;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This fact is supported by a study conducted by Armenian et al. found that the long-term increased rates of heart disease and chronic disease morbidity following an earthquake were related to the intensity of exposure to disaster-related damage and losses.25;IMAEAS_58;PriorWork
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;However, the negative impact of earthquakes on well established risk factors of myocardial infarction may play a crucial role in the long-term negative effect of such natural disasters.38, 39, 40;IMAEAS_59;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;It was found that the earthquake-induced increase in blood pressure correlated significantly with the “white coat” effect, body mass index, and age, whereas the blood pressure increase was prolonged in patients with microalbuminuria.41;IMAEAS_60;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In particular, the proportion of overweight/obese people and those with hypertension, diabetes mellitus, dyslipidemia, liver dysfunction, atrial fibrillation, and polycythemia was found to be increased after the Great East Japan earthquake,42 whereas diabetes mellitus and hypertension cases were increased within 6 months following the earthquake in Armenia.25;IMAEAS_61;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In particular, the proportion of overweight/obese people and those with hypertension, diabetes mellitus, dyslipidemia, liver dysfunction, atrial fibrillation, and polycythemia was found to be increased after the Great East Japan earthquake,42 whereas diabetes mellitus and hypertension cases were increased within 6 months following the earthquake in Armenia.25;IMAEAS_61;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Interestingly, the average home systolic blood pressure, but not diastolic blood pressure, was significantly elevated immediately after the Great east Japan earthquake compared to that immediately before the earthquake, and this elevation remained significant two weeks after, disappearing four weeks after, the earthquake.43;IMAEAS_62;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Additionally, home heart rate was also significantly elevated immediately after earthquake, and it returned to its previous level two weeks later.43;IMAEAS_63;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, earthquake experience in the early years of life has been found to have long-term effects on adult resting heart rate, total cholesterol, and fasting plasma glucose, especially among men.44;IMAEAS_64;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, earthquake experience in the early years of life has been found to have long-term effects on adult resting heart rate, total cholesterol, and fasting plasma glucose, especially among men.44;IMAEAS_64;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Furthermore, a higher prevalence of psychological distress in older women than in older men was observed, and significant risk factors for psychological distress were low education level, chronic diseases, loss of family members, and displacement from original residence.45;IMAEAS_65;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Furthermore, a higher prevalence of psychological distress in older women than in older men was observed, and significant risk factors for psychological distress were low education level, chronic diseases, loss of family members, and displacement from original residence.45;IMAEAS_65;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, loss of home and properties, being injured, deaths of family members, and witness of death are positive risk factors of post-traumatic stress disorder among adolescence, whereas physical exercise and social support are negative risk factors.16;IMAEAS_66;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The stress of anxiety has also been found to act as a trigger of ventricular arrhythmias, which are found to be increased significantly after an earthquake.46;IMAEAS_67;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, data after Wenchuan earthquake showed that the earthquake and its aftershocks could trigger the occurrence of hemodynamically unstable ventricular tachyarrhythmia events in hospitalized patients with heart disease.47;IMAEAS_68;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Moreover, data after Wenchuan earthquake showed that the earthquake and its aftershocks could trigger the occurrence of hemodynamically unstable ventricular tachyarrhythmia events in hospitalized patients with heart disease.47;IMAEAS_68;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;An interesting finding is that the physical and psychological stress caused by an earthquake does not increase the incidence of acute myocardial infarction in patients with hypertension and diabetes.15;IMAEAS_69;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;A circadian variation for the presentation of myocardial infarction and sudden cardiac death has been described, with a higher incidence during the morning.;IMAEAS_70;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Furthermore, it has been hypothesized that neurohormonal, hemodynamic, and coagulation changes associated with emotional or physical stress can cause rupture of a vulnerable atherosclerotic plaque, platelet activation, and coronary vasoconstriction.48, 49;IMAEAS_71;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;However, our results showed conflicting data about the impact of the timing of the earthquake and the occurence of acute coronary syndromes.;IMAEAS_72;Results
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;It should be noted that some authors do not attribute the increase in cardiovascular deaths directly to the earthquakes.;IMAEAS_73;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In particular, they suggest that a sharp increase followed by a decrease in the number of deaths means a precipitated death among people who were at risk of dying during the week of the earthquake, but they died a few days earlier because of the disaster.29;IMAEAS_74;Impact
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;In particular, they suggest that a sharp increase followed by a decrease in the number of deaths means a precipitated death among people who were at risk of dying during the week of the earthquake, but they died a few days earlier because of the disaster.29;IMAEAS_74;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Some preventive measures for eliminating the incidence of sudden cardiac deaths after natural disasters can be the quick restoration of the health facilities (ambulances, transportation by helicopters, function of catheterization laboratory of PCI capable centers), public health measures (presence of defibrillators and cardiac resuscitation capability), mobile catheterization rooms in the disaster areas, reserve of thrombolytic agents, and measures that prevent the negative impact of disaster-induced stress on the cardiovascular system.6, 11;IMAEAS_75;Discussion
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;5. Funding sources;IMAEAS_76;PaperSection
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The systematic review did not receive any funding.;IMAEAS_77;Metadata
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;5.1. Limitations;IMAEAS_78;PaperSection
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;The major limitation of our study is the retrospective nature of the majority of the included studies and the possibility of inherited bias associated with this design.;IMAEAS_79;Recommendation
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;Furthermore, eight of the included studies reported data on the Great East Japan Earthquake, which was associated with another natural disaster (tsunami).;IMAEAS_80;Recommendation
IMAEAS;Impact of major earthquakes on the incidence of acute coronary syndromes – A systematic review of the literature;This consists of a significant source of bias that influences the outcomes compared to the other studies.;IMAEAS_81;Recommendation
